Address,Aggregate rating,Average Cost for two,City,Country Code,Country,Cuisines,Currency,Has Online delivery,Has Table booking,Is delivering now,Latitude,Locality Verbose,Locality,Longitude,Price range,Rating color,Rating text,Restaurant ID,Restaurant Name,Votes
"27 College Street, Te Aro, Wellington City",4.1,50,Wellington City,148,New Zealand,Cafe,NewZealand($),No,No,No,-41.296155,"Te Aro, Wellington City",Te Aro,174.780345,3,Green,Very Good,7100478,Caffe L'affare,103
"70 Courtenay Place, Te Aro, Wellington City",4.3,100,Wellington City,148,New Zealand,Asian,NewZealand($),No,No,No,-41.293,"Te Aro, Wellington City",Te Aro,174.7806667,4,Green,Very Good,7100660,Dragonfly,143
"128 Courtenay Place, Te Aro, Wellington City",4,50,Wellington City,148,New Zealand,"Cafe, Kiwi, Ice Cream, Desserts",NewZealand($),No,No,No,-41.2925,"Te Aro, Wellington City",Te Aro,174.7791667,3,Green,Very Good,7100151,Enigma Cafe,94
"234 Cuba Street, Te Aro, Wellington City",4.4,50,Wellington City,148,New Zealand,"Cafe, European, Mexican",NewZealand($),No,No,No,-41.29597,"Te Aro, Wellington City",Te Aro,174.774134,3,Green,Very Good,7100502,Fidel's,242
"12 Bond Street, Te Aro, Wellington City",4.3,40,Wellington City,148,New Zealand,"Vietnamese, Fish and Chips",NewZealand($),No,No,No,-41.289,"Te Aro, Wellington City",Te Aro,174.7756667,2,Green,Very Good,7100072,Fisherman's Plate,96
"161 Cuba Street, Te Aro, Wellington City",4.2,105,Wellington City,148,New Zealand,"Italian, Cafe",NewZealand($),No,No,No,-41.29383333,"Te Aro, Wellington City",Te Aro,174.7755,4,Green,Very Good,7100811,Floriditas,170
"Museum Hotel, Level 3, 90 Cable Street, Te Aro, Wellington City",4.4,200,Wellington City,148,New Zealand,"French, Kiwi",NewZealand($),No,No,No,-41.291774,"Te Aro, Wellington City",Te Aro,174.782427,4,Green,Very Good,7100119,Hippopotamus - Museum Hotel,125
"40 Dixon Street, Te Aro, Wellington City",4.4,50,Wellington City,148,New Zealand,Malaysian,NewZealand($),No,No,No,-41.291901,"Te Aro, Wellington City",Te Aro,174.777091,3,Green,Very Good,7100087,Little Penang,161
"181 Cuba Street, Te Aro, Wellington City",4.2,80,Wellington City,148,New Zealand,"European, Cafe",NewZealand($),No,No,No,-41.294154,"Te Aro, Wellington City",Te Aro,174.775296,4,Green,Very Good,7101310,Loretta,113
"178 Cuba Street, Te Aro, Wellington City",4.3,40,Wellington City,148,New Zealand,Cafe,NewZealand($),No,No,No,-41.294565,"Te Aro, Wellington City",Te Aro,174.774912,2,Green,Very Good,7100535,Midnight Espresso,157
"170 Cuba Street, Te Aro, Wellington City",4.2,80,Wellington City,148,New Zealand,"Mediterranean, Cafe, European",NewZealand($),No,No,No,-41.294402,"Te Aro, Wellington City",Te Aro,174.775005,4,Green,Very Good,7101000,Olive,146
"33 Customhouse Quay, Wellington Central, Wellington City 6011",3.7,70,Wellington City,148,New Zealand,"Japanese, Asian",NewZealand($),No,No,No,-41.28303381,"Wellington Central, Wellington City",Wellington Central,174.7792237,4,Yellow,Good,7100938,wagamama,131
"Huddart Parker Building, Ground Floor, 1 Post Office Square, Wellington Central, Wellington City",4.3,110,Wellington City,148,New Zealand,European,NewZealand($),No,No,No,-41.28496092,"Wellington Central, Wellington City",Wellington Central,174.7774651,4,Green,Very Good,7101081,Charley Noble Eatery & Bar,141
"15 Jervois Quay, Queens Wharf, Wellington Central, Wellington City",4.1,90,Wellington City,148,New Zealand,"Seafood, Kiwi",NewZealand($),No,No,No,-41.28483333,"Wellington Central, Wellington City",Wellington Central,174.7791667,4,Green,Very Good,7100788,The Crab Shack,229
"254-256 Alum Rock Road, Alum Rock, Birmingham B8 3DD",2.8,10,Birmingham,215,United Kingdom,Fast Food,Pounds(Σ),No,No,No,52.488557,"Alum Rock, Birmingham",Alum Rock,-1.846811,1,Orange,Average,6900714,Pepe's Piri Piri,26
"1 Canal Square, Brindleyplace, Birmingham B16 8EH",3.7,15,Birmingham,215,United Kingdom,"Cafe, British",Pounds(Σ),No,No,No,52.477569,"Brindleyplace, Birmingham",Brindleyplace,-1.918049,1,Yellow,Good,6900883,Ju Ju's Cafe,13
"4 Brindleyplace, Brindleyplace, Birmingham B1 2JB",4,60,Birmingham,215,United Kingdom,"British, Steak",Pounds(Σ),No,Yes,No,52.477693,"Brindleyplace, Broad Street, Birmingham","Brindleyplace, Broad Street",-1.914805,3,Green,Very Good,6900374,Bank,133
"Middle Mall, Bullring Shopping Centre, Special street, Bullring, Birmingham B5 4BH",3.9,30,Birmingham,215,United Kingdom,Thai,Pounds(Σ),No,Yes,No,52.477633,"Bullring Shopping Centre, Southside, Birmingham","Bullring Shopping Centre, Southside",-1.894286,2,Yellow,Good,6900224,Chaophraya,22
"Unit 3, St Martin Square, Bullring Shopping Centre, Bullring, Birmingham B5 4BU",3.7,35,Birmingham,215,United Kingdom,"Burger, American",Pounds(Σ),No,No,No,52.477633,"Bullring Shopping Centre, Southside, Birmingham","Bullring Shopping Centre, Southside",-1.894286,2,Yellow,Good,6900160,Handmade Burger Co.,21
"Middle Mall, Bullring Shopping Centre, Bullring, Birmingham B5 4BU",3.9,50,Birmingham,215,United Kingdom,Italian,Pounds(Σ),No,No,No,52.477633,"Bullring Shopping Centre, Southside, Birmingham","Bullring Shopping Centre, Southside",-1.894286,3,Yellow,Good,6900050,Jamie's Italian,53
"12 Bennetts Hill, City Centre, Birmingham B2 5RS",4.6,40,Birmingham,215,United Kingdom,Latin American,Pounds(Σ),No,No,No,52.47969,"City Centre, Birmingham",City Centre,-1.900375,3,Dark Green,Excellent,6900724,Bodega,100
"4 Temple Street, City Centre, Birmingham B2 5BN",4.2,45,Birmingham,215,United Kingdom,Italian,Pounds(Σ),No,No,No,52.480364,"City Centre, Birmingham",City Centre,-1.899133,3,Green,Very Good,6901081,San Carlo,148
"55 Cornwall Street, Colmore Business District, Birmingham B3 2DH",4.5,120,Birmingham,215,United Kingdom,Contemporary,Pounds(Σ),No,No,No,52.483643,"Colmore Business District, Birmingham",Colmore Business District,-1.901843,4,Dark Green,Excellent,6900674,Purnell's,265
"54-57 Allison Street, Digbeth, Birmingham B5 5TH",3.8,20,Birmingham,215,United Kingdom,"British, Cafe",Pounds(Σ),No,No,No,52.477388,"Digbeth, Birmingham",Digbeth,-1.890569,2,Yellow,Good,6901062,The Warehouse Cafe,38
"229 Hagley Road, Edgbaston, Birmingham B16 9RP",4,50,Birmingham,215,United Kingdom,"Latin American, Italian",Pounds(Σ),No,No,No,52.472197,"Edgbaston, Birmingham",Edgbaston,-1.938759,3,Green,Very Good,6900669,Fiesta del Asado,40
"2 Stockwell Road, Handsworth, Birmingham B21 9RJ",3.6,30,Birmingham,215,United Kingdom,Turkish,Pounds(Σ),No,No,No,52.51416667,"Handsworth, Birmingham",Handsworth,-1.939166667,2,Yellow,Good,6900811,Istanbul Restaurant,9
"21 High Street, Harborne, Birmingham B17 9NT",4.2,30,Birmingham,215,United Kingdom,British,Pounds(Σ),No,No,No,52.460962,"Harborne, Birmingham",Harborne,-1.943852,2,Green,Very Good,6901051,The Plough,55
"3-4 Dakota Buildings, James Street, Saint Paul's Square, Jewellery Quarter, Birmingham B3 1SD",4.1,80,Birmingham,215,United Kingdom,Indian,Pounds(Σ),No,No,No,52.485015,"Jewellery Quarter, Birmingham",Jewellery Quarter,-1.907596,4,Green,Very Good,6900388,Lasan Restaurant,213
"133 Alcester Road, Moseley, Birmingham",0,20,Birmingham,215,United Kingdom,"Greek, Mediterranean, Middle Eastern",Pounds(Σ),No,No,No,52.44630234,"Moseley, Birmingham",Moseley,-1.888555455,2,White,Not rated,18273002,Damascena Coffee House,3
"43 Alcester Road, Moseley, Birmingham B13 8AA",4,45,Birmingham,215,United Kingdom,"Indian, Pakistani",Pounds(Σ),No,No,No,52.450999,"Moseley, Birmingham",Moseley,-1.889039,3,Green,Very Good,6901231,Tipu Sultan,63
"418 Coventry Road, Small Heath, Birmingham B10 0TH",3.1,15,Birmingham,215,United Kingdom,"Ice Cream, Desserts, Cafe",Pounds(Σ),No,No,No,52.470571,"Small Heath, Birmingham",Small Heath,-1.860593,1,Orange,Average,6901394,Jamjar,11
"445-447, Dudley Road, Birmingham, Smethwick, Birmingham B18 4HE",3.8,20,Birmingham,215,United Kingdom,"Indian, South Indian",Pounds(Σ),No,No,No,52.487692,"Smethwick, Birmingham",Smethwick,-1.947514,2,Yellow,Good,6900843,Chennai Dosa,55
"Stratford Road, Sparkhill, Birmingham B11 4DA",3.7,45,Birmingham,215,United Kingdom,"Pakistani, Indian",Pounds(Σ),No,No,No,52.443963,"Sparkhill, Birmingham",Sparkhill,-1.858529,3,Yellow,Good,6900992,Mughal E Azam,32
"110-114 Wharfside Street, The Mailbox, City Centre, Birmingham B1 1RF",4,20,Birmingham,215,United Kingdom,Mexican,Pounds(Σ),No,No,No,52.475857,"The Mailbox, Broad Street, Birmingham","The Mailbox, Broad Street",-1.905477,2,Green,Very Good,6900069,Bar Estilo,93
"94b Fountainbridge, Fountainbridge, Edinburgh EH3 9QA",3.9,30,Edinburgh,215,United Kingdom,"Cafe, Bakery",Pounds(Σ),No,No,No,55.943501,"Fountainbridge, Edinburgh",Fountainbridge,-3.208363,3,Yellow,Good,7600803,Loudons Cafe & Bakery,63
"325-331 Leith Walk, Leith, Edinburgh EH6 8SA",4.5,30,Edinburgh,215,United Kingdom,Italian,Pounds(Σ),No,No,No,55.96466944,"Leith, Edinburgh",Leith,-3.176858333,3,Dark Green,Excellent,7600217,La Favorita,329
"63 Shore, Leith, Edinburgh EH6 6RA",4.6,35,Edinburgh,215,United Kingdom,"Cafe, Bakery, Desserts",Pounds(Σ),No,No,No,55.97509722,"Leith, Edinburgh",Leith,-3.171327778,3,Dark Green,Excellent,7600902,Mimi's Bakehouse,130
"23-24 Sandport Place, Leith, Edinburgh EH6 6EW",4.7,45,Edinburgh,215,United Kingdom,"Scottish, Cafe",Pounds(Σ),No,No,No,55.976644,"Leith, Edinburgh",Leith,-3.173679,3,Dark Green,Excellent,7601577,Roseleaf Bar Cafe,163
"78 Commercial Street, Leith, Edinburgh EH6 6LX",4.4,90,Edinburgh,215,United Kingdom,"British, French",Pounds(Σ),No,No,No,55.97698,"Leith, Edinburgh",Leith,-3.172778,4,Green,Very Good,7601241,The Kitchin,275
"64 Thistle Street, New Town, Edinburgh EH2 1EN",3.8,30,Edinburgh,215,United Kingdom,Mexican,Pounds(Σ),No,No,No,55.95404,"New Town, Edinburgh",New Town,-3.199521,3,Yellow,Good,7602204,El Cartel,31
"4th Floor, 33 Castle Street, New Town, Edinburgh EH2 3DN",4.3,50,Edinburgh,215,United Kingdom,Thai,Pounds(Σ),No,Yes,No,55.952221,"New Town, Edinburgh",New Town,-3.203159,4,Green,Very Good,7601102,Chaophraya,61
"20 George Street, New Town, Edinburgh EH2 2PF",4,40,Edinburgh,215,United Kingdom,American,Pounds(Σ),No,No,No,55.95349444,"New Town, Edinburgh",New Town,-3.196294444,3,Green,Very Good,7600062,Hard Rock Cafe,154
"17 Frederick Street, New Town, Edinburgh EH2 2EY",4,40,Edinburgh,215,United Kingdom,"Burger, Grill",Pounds(Σ),No,No,No,55.951974,"New Town, Edinburgh",New Town,-3.199569,3,Green,Very Good,7602340,The Boozy Cow,36
"67 Nicolson Street, Old Town, Edinburgh EH8 9BE",3.8,20,Edinburgh,215,United Kingdom,"Indian, Cafe",Pounds(Σ),No,No,No,55.94543056,"Old Town, Edinburgh",Old Town,-3.184344444,2,Yellow,Good,7601106,10 To 10 In Delhi,73
"15 Bread Street, Old Town, Edinburgh EH3 9AL",3.8,25,Edinburgh,215,United Kingdom,"Sushi, Japanese, Cantonese",Pounds(Σ),No,No,No,55.945895,"Old Town, Edinburgh",Old Town,-3.204735,2,Yellow,Good,7602219,Bentoya,32
"5 Hunter Square, Royal Mile, Old Town, Edinburgh EH1 1QW",3.7,35,Edinburgh,215,United Kingdom,"Pizza, Italian",Pounds(Σ),No,No,No,55.949637,"Old Town, Edinburgh",Old Town,-3.187962,3,Yellow,Good,7602224,Civerinos,27
"21 George IV Bridge, Old Town, Edinburgh EH1 1EN",3.9,30,Edinburgh,215,United Kingdom,Cafe,Pounds(Σ),No,No,No,55.94755556,"Old Town, Edinburgh",Old Town,-3.191780556,3,Yellow,Good,7600471,The Elephant House,81
"133 Lothian Road, Old Town, Edinburgh EH3 9AD",3.5,35,Edinburgh,215,United Kingdom,American,Pounds(Σ),No,No,No,55.94562222,"Old Town, Edinburgh",Old Town,-3.205522222,3,Yellow,Good,7600118,The Hanging Bat,31
"155 West Port, Old Town, Edinburgh EH3 9DP",4.1,15,Edinburgh,215,United Kingdom,"Bakery, Cafe",Pounds(Σ),No,No,No,55.94595,"Old Town, Edinburgh",Old Town,-3.201683333,2,Green,Very Good,7600097,Love Crumbs,57
"3-5 Infirmary Street, Old Town, Edinburgh EH1 1LT",4.4,25,Edinburgh,215,United Kingdom,Indian,Pounds(Σ),No,No,No,55.94800278,"Old Town, Edinburgh",Old Town,-3.18625,2,Green,Very Good,7600188,Mother India's Cafe,279
"Castlehill, The Royal Mile, Old Town, Edinburgh EH12NF",4.1,100,Edinburgh,215,United Kingdom,"British, Scottish, Seafood",Pounds(Σ),No,Yes,No,55.94828056,"Old Town, Edinburgh",Old Town,-3.19575,4,Green,Very Good,7600914,The Witchery & The Secret Garden,200
"8-9 Teviot Place, Old Town, Edinburgh EH1 2QZ",4.1,20,Edinburgh,215,United Kingdom,"Thai, Asian",Pounds(Σ),No,No,No,55.945676,"Old Town, Edinburgh",Old Town,-3.189979,2,Green,Very Good,7601024,Ting Thai Caravan,84
"1 Leven Street, Tollcross, Edinburgh EH3 9NB",4,20,Edinburgh,215,United Kingdom,"Indian, Street Food",Pounds(Σ),No,No,No,55.94190278,"Tollcross, Edinburgh",Tollcross,-3.203588889,2,Green,Very Good,7601177,Tuk Tuk Indian Street Food,76
"14 Picardy Place, New Town, Edinburgh EH1 3JT",4.2,55,Edinburgh,215,United Kingdom,"Steak, Scottish, British",Pounds(Σ),No,No,No,55.957033,"Twelve Picardy Place, New Town, Edinburgh","Twelve Picardy Place, New Town",-3.186854,4,Green,Very Good,7600921,Steak,64
"42 Albemarle Street, Mayfair, London W1S 4JH",4.7,80,London,215,United Kingdom,"Indian, Pakistani, Curry",Pounds(Σ),No,Yes,No,51.508515,"Albemarle Street, Mayfair, London","Albemarle Street, Mayfair",-0.141645,4,Dark Green,Excellent,6118140,Gymkhana,214
"12 Archer Street, Soho, London W1D 7BB",4.5,45,London,215,United Kingdom,Italian,Pounds(Σ),No,No,No,51.511629,"Archer Street, Soho, London","Archer Street, Soho",-0.133947,3,Dark Green,Excellent,6103683,Bocca Di Lupo,571
"17 Beak Street, Soho, London W1F 9RW",4.9,35,London,215,United Kingdom,Steak,Pounds(Σ),No,No,No,51.512069,"Beak Street, Soho, London","Beak Street, Soho",-0.138343,2,Dark Green,Excellent,6114338,Flat Iron,309
"Heron Tower, 110 Bishopsgate, City of London, London EC2N 4AY",4.9,55,London,215,United Kingdom,British,Pounds(Σ),No,No,No,51.516284,"Bishopsgate, City Of London, London","Bishopsgate, City Of London",-0.080963,3,Dark Green,Excellent,6114829,Duck & Waffle,706
"7 Boundary Street, Shoreditch, London E2 7JE",4.5,55,London,215,United Kingdom,"Indian, Cafe, Curry",Pounds(Σ),No,No,No,51.52453611,"Boundary Street, Shoreditch, London","Boundary Street, Shoreditch",-0.076580556,3,Dark Green,Excellent,6103922,Dishoom,305
"15-17 Broadwick Street, Soho, London W1F 0DL",4.7,90,London,215,United Kingdom,"Chinese, Dim Sum",Pounds(Σ),No,Yes,No,51.513739,"Broadwick Street, Soho, London","Broadwick Street, Soho",-0.135229,4,Dark Green,Excellent,6103902,Yauatcha,1326
"37 Charlotte Street, Fitzrovia, London W1T 1RR",4.6,60,London,215,United Kingdom,"Japanese, Sushi",Pounds(Σ),No,No,No,51.518935,"Charlotte Street, Fitzrovia, London","Charlotte Street, Fitzrovia",-0.135524,3,Dark Green,Excellent,6103255,Roka,436
"68 Royal Hospital Road, Chelsea, London SW3 4HP",4.7,230,London,215,United Kingdom,French,Pounds(Σ),No,No,No,51.485509,Chelsea,Chelsea,-0.162092,4,Dark Green,Excellent,6113680,Restaurant Gordon Ramsay,320
"sketch, 9 Conduit Street, Mayfair, London W1S 2XG",4.5,100,London,215,United Kingdom,"British, Contemporary",Pounds(Σ),No,No,No,51.512669,"Conduit Street, Mayfair, London","Conduit Street, Mayfair",-0.141557,4,Dark Green,Excellent,6113857,sketch Gallery,148
"48 Floral Street, Covent Garden, London WC2E 9DA",4.1,30,London,215,United Kingdom,"Indian, Curry",Pounds(Σ),No,Yes,No,51.513196,Covent Garden,Covent Garden,-0.123132,2,Green,Very Good,6100054,Masala Zone,316
"33 D'Arblay Street, Soho, London W1F 8EU",4.5,40,London,215,United Kingdom,"American, Burger",Pounds(Σ),No,No,No,51.51481111,"D'arblay Street, Soho, London","D'arblay Street, Soho",-0.135463889,3,Dark Green,Excellent,6102615,The Breakfast Club,313
"53 Lexington Street, Soho, London W1F 9AS",4.9,20,London,215,United Kingdom,"Taiwanese, Street Food",Pounds(Σ),No,No,No,51.513225,"Lexington Street, Soho, London","Lexington Street, Soho",-0.136576,2,Dark Green,Excellent,6127163,Bao,161
"1-3 Long Acre, Covent Garden, London WC2E 9LH",3.8,30,London,215,United Kingdom,"American, Burger",Pounds(Σ),No,No,No,51.512085,"Long Acre, Covent Garden, London","Long Acre, Covent Garden",-0.126324,2,Yellow,Good,6117406,Five Guys,400
"17 Bruton Street, Mayfair, London W1J 6QB",4.8,120,London,215,United Kingdom,"Chinese, Dim Sum",Pounds(Σ),No,Yes,No,51.510342,Mayfair,Mayfair,-0.144861,4,Dark Green,Excellent,6102866,Hakkasan,395
"15 Berkeley Street, Mayfair, London W1J 8DY",4.4,100,London,215,United Kingdom,"Japanese, Sushi",Pounds(Σ),No,Yes,No,51.508811,Mayfair,Mayfair,-0.143259,4,Green,Very Good,6103868,Nobu,311
"3 Portman Mews South, Marble Arch, London W1H 6HS",4.5,45,London,215,United Kingdom,"Indian, Street Food",Pounds(Σ),No,Yes,No,51.514641,"Portman Mews South, Marble Arch, London","Portman Mews South, Marble Arch",-0.155732,3,Dark Green,Excellent,6104220,Roti Chai,367
"24 Market Building, The Piazza, Covent Garden, London WC2E 8RD",4.1,30,London,215,United Kingdom,"American, Burger",Pounds(Σ),No,No,No,51.511682,"Tavistock Court, Covent Garden, London","Tavistock Court, Covent Garden",-0.12262,2,Green,Very Good,6117859,Shake Shack,473
"12 Upper St Martin's Lane, Covent Garden, London WC2H 9FB",4.7,35,London,215,United Kingdom,"Indian, North Indian, Curry, Cafe",Pounds(Σ),No,No,No,51.512417,"Upper St Martin's Lane, Covent Garden, London","Upper St Martin's Lane, Covent Garden",-0.127164,2,Dark Green,Excellent,6103211,Dishoom,964
"11 Upper St Martin's Lane, Covent Garden, London WC2H 9FB",4.3,50,London,215,United Kingdom,Italian,Pounds(Σ),No,No,No,51.51259,"Upper St Martin's Lane, Covent Garden, London","Upper St Martin's Lane, Covent Garden",-0.126963,3,Green,Very Good,6101881,Jamie's Italian,271
"31 St. Peter Street, Soho, London W1F 0AR",4.6,40,London,215,United Kingdom,"Ramen, Japanese",Pounds(Σ),No,No,No,51.512627,"Walker's Court, Soho, London","Walker's Court, Soho",-0.133789,3,Dark Green,Excellent,6113973,Bone Daddies,418
"137 Cheetham Hill Road, Cheetham Hill, Manchester M8 8LY",3.3,30,Manchester,215,United Kingdom,"American, Fast Food, Desserts, Steak",Pounds(Σ),No,No,No,53.494691,"Cheetham Hill, Manchester",Cheetham Hill,-2.239385,2,Orange,Average,6800280,Monolos Playhouse Restaurant,14
"22 King Edward's Buildings, Bury Old Road, Cheetham Hill, Manchester M7 4QJ",3.3,20,Manchester,215,United Kingdom,"Pizza, Fast Food",Pounds(Σ),No,No,No,53.513525,"Cheetham Hill, Manchester",Cheetham Hill,-2.246548,2,Orange,Average,6800443,Santos,23
"Tower 12, 18-22 Bridge Street, Deansgate, Manchester M3 3BZ",4,85,Manchester,215,United Kingdom,British,Pounds(Σ),No,No,No,53.48124,"Deansgate, Manchester",Deansgate,-2.250806,4,Green,Very Good,6801867,Manchester House,52
"5 RIdgefield, Deansgate, Manchester M2 6EG",4.4,55,Manchester,215,United Kingdom,"Steak, Seafood, Grill",Pounds(Σ),No,No,No,53.48083333,"Deansgate, Manchester",Deansgate,-2.247333333,3,Green,Very Good,6800235,The Grill On The Alley,704
"1008 Stockport Road, Levenshulme, Manchester M19 3WN",3.9,35,Manchester,215,United Kingdom,"Pakistani, Indian, Afghani, Curry",Pounds(Σ),No,No,No,53.44183333,"Levenshulme, Manchester",Levenshulme,-2.189833333,2,Yellow,Good,6801051,Nawaab,150
"100 King Street, Market Street, Manchester M2 4WU",3.9,50,Manchester,215,United Kingdom,Italian,Pounds(Σ),No,No,No,53.48083333,"Market Street, Manchester",Market Street,-2.242833333,3,Yellow,Good,6800577,Jamie's Italian,88
"19 Chapel Walks, City Center, Market Street, Manchester M2 1HN",4.3,70,Manchester,215,United Kingdom,Thai,Pounds(Σ),No,Yes,No,53.48174,"Market Street, Manchester",Market Street,-2.243505,4,Green,Very Good,6800569,Chaophraya,422
"37 Turner Street, Northern Quarter, Manchester M4 1DW",4.9,50,Manchester,215,United Kingdom,"American, Burger, Grill",Pounds(Σ),No,No,No,53.4835,"Northern Quarter, Manchester",Northern Quarter,-2.237333333,3,Dark Green,Excellent,6801374,Solita,162
"100-102 High Street, Northern Quarter, Manchester M4 1HP",4,40,Manchester,215,United Kingdom,"Burger, American",Pounds(Σ),No,No,No,53.484543,"Northern Quarter, Manchester",Northern Quarter,-2.237033,3,Green,Very Good,6801963,Almost Famous Burgers,86
"49-51 Edge Street, Northern Quarter, Manchester M4 1HW",4.1,30,Manchester,215,United Kingdom,"British, Burger, Cafe",Pounds(Σ),No,No,No,53.48416667,"Northern Quarter, Manchester",Northern Quarter,-2.236,2,Green,Very Good,6801329,Home Sweet Home,82
"55 Thomas Street, Northern Quarter, Manchester M4 1NA",4.1,45,Manchester,215,United Kingdom,"British, Contemporary",Pounds(Σ),No,No,No,53.484099,"Northern Quarter, Manchester",Northern Quarter,-2.236507,3,Green,Very Good,6801395,Teacup,98
"72 Oxford Road, University District, Oxford Road, Manchester M1 5NH",3.4,15,Manchester,215,United Kingdom,"Fast Food, American",Pounds(Σ),No,No,No,53.474221,"Oxford Road, Manchester",Oxford Road,-2.241047,1,Orange,Average,6800538,Archies,25
"The Quadrangle, Chester Street, Oxford Road, Manchester M1 5QS",3.6,50,Manchester,215,United Kingdom,"Indian, Seafood",Pounds(Σ),No,No,No,53.472433,"Oxford Road, Manchester",Oxford Road,-2.24042,3,Yellow,Good,6800593,Zouk Tea Bar & Grill,101
"30 Wilmslow Road, Rusholme, Manchester M14 5TQ",4.5,35,Manchester,215,United Kingdom,"Indian, Curry",Pounds(Σ),No,No,No,53.456,"Rusholme, Manchester",Rusholme,-2.225333333,2,Dark Green,Excellent,6800908,Mughli,110
"14-18 Wilmslow Road, Rusholme, Manchester M14 5TQ",3.7,25,Manchester,215,United Kingdom,"Indian, Grill",Pounds(Σ),No,No,No,53.45583333,"Rusholme, Manchester",Rusholme,-2.225333333,2,Yellow,Good,6800678,Lahore,48
"2A St Mary's Street, Spinningfields, Manchester M3 2LB",4.5,80,Manchester,215,United Kingdom,"Argentine, American",Pounds(Σ),No,No,No,53.482261,"Spinningfields, Manchester",Spinningfields,-2.247633,4,Dark Green,Excellent,6800892,Gaucho,602
"73-83 Liverpool Road, Spinningfields, Manchester M3 4NQ",4.2,30,Manchester,215,United Kingdom,Indian,Pounds(Σ),No,No,No,53.4765,"Spinningfields, Manchester",Spinningfields,-2.254833333,2,Green,Very Good,6800263,Akbars,383
"40-42 King Street West, Spinningfields, Manchester M3 2WY",4.3,25,Manchester,215,United Kingdom,Italian,Pounds(Σ),No,No,No,53.481413,"Spinningfields, Manchester",Spinningfields,-2.248848,2,Green,Very Good,6801039,San Carlo,745
"The Midland, Peter Street, Deansgate, Manchester M60 2DS",4.2,55,Manchester,215,United Kingdom,"European, Mediterranean, Contemporary",Pounds(Σ),No,Yes,No,53.477358,"The Midland, Deansgate, Manchester","The Midland, Deansgate",-2.245034,3,Green,Very Good,6801873,Mr Cooper's House & Garden - The Midland,67
"The Midland, Peter Street, Deansgate, Manchester M60 2DS",4.3,160,Manchester,215,United Kingdom,French,Pounds(Σ),No,No,No,53.477154,"The Midland, Deansgate, Manchester","The Midland, Deansgate",-2.245077,4,Green,Very Good,6800782,The French by Simon Rogan - The Midland,114
"Barwa Commercial Avenue, Near Thursday & Friday Market Building, Near F Ring Road, Main Industrial Area Road, Ain Khalid, Doha",3.4,150,Doha,166,Qatar,"Indian, Street Food",Qatari Rial(QR),No,No,No,25.224394,"Ain Khalid, Doha",Ain Khalid,51.506825,4,Orange,Average,18426586,7st by Mumbai Spices,74
"Beside Le Mirage Suites, Fereej Abdul Aziz Street, Al Doha Al Jadeeda, Doha",3.4,80,Doha,166,Qatar,Indian,Qatari Rial(QR),No,No,No,25.276109,"Al Doha Al Jadeeda, Doha",Al Doha Al Jadeeda,51.5210744,3,Orange,Average,6201976,Indian Coffee House,350
"Al Emadi Financial Square, C Ring Road, Al Hilal, Doha",4.6,300,Doha,166,Qatar,Indian,Qatari Rial(QR),No,No,No,25.2625016,"Al Emadi Financial Square, Al Hilal, Doha","Al Emadi Financial Square, Al Hilal",51.5274557,4,Dark Green,Excellent,18107765,Zaffran Dining Experience,348
"Opposite Aster Pharmacy, Al Taei Street, Al Ghanim, Doha",4,60,Doha,166,Qatar,"Kerala, Indian, Chinese, Bakery",Qatari Rial(QR),No,No,No,25.2802233,"Al Ghanim, Doha",Al Ghanim,51.5369233,3,Green,Very Good,6201309,MRA Bakery Sweets & Restaurant,322
"Midmac Flyover, Salwa Road, Al Hilal, Doha",4.2,170,Doha,166,Qatar,Pakistani,Qatari Rial(QR),No,No,No,25.2641161,"Al Hilal, Doha",Al Hilal,51.498153,4,Green,Very Good,6201312,Zaoq,189
"Opposite Universal Cooling System, Ibn Seena Street, Al Muntazah, Doha",3.8,100,Doha,166,Qatar,"North Indian, Chinese, Turkish",Qatari Rial(QR),No,No,No,25.2684026,"Al Muntazah, Doha",Al Muntazah,51.5194969,3,Yellow,Good,6200110,Aalishan,263
"Opposite La Cigale Hotel, C Ring Road, Al Nasr, Doha",3.8,220,Doha,166,Qatar,"American, Tex-Mex",Qatari Rial(QR),No,No,No,25.2774224,"Al Nasr, Doha",Al Nasr,51.5076178,4,Yellow,Good,6200383,Applebee's,155
"1st Floor, Barwa Towers, Suhaim Bin Hamad Street, Al Sadd, Doha",4.9,250,Doha,166,Qatar,Chinese,Qatari Rial(QR),No,No,No,25.28599626,"Barwa Towers, Al Sadd, Doha","Barwa Towers, Al Sadd",51.50505289,4,Dark Green,Excellent,6202039,Mainland China Restaurant,182
"Caravan Complex, Ramada Junction, Salwa Road, Al Hilal, Doha",3.6,110,Doha,166,Qatar,Steak,Qatari Rial(QR),No,No,No,25.2709036,"Caravan Complex, Al Hilal, Doha","Caravan Complex, Al Hilal",51.5104884,3,Yellow,Good,6201336,Ponderosa,115
